4	5821	24427
4	5821	45119
4	5821	53264
4	5821	66527
4	5886	24427
4	5886	45119
4	5886	53260
4	5886	66527
4	6524	17884
4	6524	45119
4	6524	55448
4	6663	61328
5	5969	69044
6	7374	41261
6	7374	52869
8	6789	5905
8	6789	7984
8	6789	29380
8	6789	42345
9	7277	1561
9	7277	4848
9	7277	5484
9	7277	61163
9	7342	19112
10	7339	32999
11	6249	70919
12	5848	64842
12	6214	64842
13	6909	22032
16	6762	21521
16	6762	21521
16	7549	46324
18	6459	60989
18	6661	30981
18	7361	3255
18	7361	21403
20	5955	72145
20	6853	19238
26	5911	18347
26	5911	48974
26	6032	4170
26	6032	68279
26	6032	73212
26	6428	50402
26	7004	25592
26	7018	1825
26	7018	23461
26	7018	58075
29	7189	40472
30	7115	11073
30	7115	42346
30	7319	42343
30	7319	57937
32	6473	6185
32	6473	68310
32	6817	56541
32	7332	8
32	7348	8
32	7557	8
32	7583	42923
33	7572	15314
35	7461	13878
36	5789	6376
49	6390	72605
50	6411	10588
50	6411	37330
50	7598	29041
51	6579	54685
56	6611	16316
61	6306	61800
61	6573	19085
61	6573	34522
61	6573	54515
61	6573	61800
61	7045	28437
61	7045	34522
61	7045	54515
61	7045	61800
61	7566	70398
62	5816	10107
65	6413	20503
66	5820	70919
66	6130	4224
66	6130	62385
66	6130	62403
66	6381	71334
67	6001	43257
70	6367	19238
71	5965	808
75	6657	20434
75	6657	35860
75	6657	44551
75	7097	18234
75	7097	53157
75	7097	73478
77	6395	81
78	6698	3767
78	6698	5684
78	6698	13084
78	6698	24576
78	6698	30705
78	6698	39626
78	6698	46093
78	6698	70144
78	6700	28441
78	6700	36945
78	6744	11221
78	6745	402
78	6745	46093
81	6901	11431
81	7370	4732
82	5864	61012
83	6842	14163
85	7019	48381
87	7338	19225
87	7338	27001
87	7338	29662
87	7338	30623
87	7338	34449
87	7338	68968
88	6884	71888
89	6465	32171
97	6021	28908
97	6610	28908
98	7412	46977
99	6654	24567
99	6654	31458
99	6654	37278
102	7179	1404
102	7179	5989
102	7179	14936
102	7179	15936
102	7179	25964
102	7179	41311
102	7179	42528
102	7179	58176
102	7179	58820
102	7179	64521
102	7179	71774
102	7445	1623
102	7445	5394
102	7445	13074
102	7445	18866
102	7445	41311
102	7445	58820
103	6884	31019
107	7432	51443
112	7136	8620
112	7136	44601
112	7136	50566
113	5848	20262
113	5970	20262
113	6275	20262
114	5978	14063
114	5978	46895
114	5978	48771
114	5978	51542
114	5978	72112
115	5970	20526
115	5970	25819
116	7417	37703
116	7417	49779
118	7074	62292
119	7364	22860
120	6227	15218
121	7493	28749
124	7341	25896
125	5848	31411
125	6884	26016
125	6884	48971
126	6271	56728
126	6584	64700
127	6473	49031
128	5975	49255
128	5975	56978
128	7217	7535
129	5801	45763
129	5801	72334
133	6368	2661
133	6368	6784
133	6368	14871
133	6368	27027
133	6368	28315
133	6368	39964
133	6368	42665
133	6368	56783
133	6368	59645
133	6368	70322
133	6712	2643
133	6712	6784
133	6712	14871
133	6712	27027
133	6712	27500
133	6712	28315
133	6712	39964
133	6712	40581
133	6712	41668
133	6712	42665
133	6712	43102
133	6712	48394
133	6712	51860
133	6712	63849
133	6712	71243
133	7005	421
133	7005	13707
133	7005	15118
133	7005	23357
133	7005	35512
133	7005	36157
133	7005	51860
133	7005	60176
133	7005	67352
133	7005	68529
133	7041	58184
133	7041	67612
134	7041	234
134	7041	9996
134	7041	14926
134	7041	46980
135	6228	18847
135	6520	18590
135	7495	68242
135	7495	73682
136	7188	58018
144	6332	3902
145	7218	18825
147	6297	64169
148	6752	72605
153	6249	52802
154	6999	71707
154	7035	45130
156	6201	22197
156	6201	22879
156	6201	49690
156	6201	61319
156	6201	69433
156	6999	22192
156	6999	43327
156	6999	49690
156	6999	61319
156	6999	71101
156	7255	22192
156	7255	43327
156	7255	71095
157	6828	17952
158	6872	36656
158	6872	60225
158	6872	60327
158	6872	61570
158	6872	73340
158	6872	73544
158	7188	17177
160	6781	48746
160	6781	51643
160	7314	46226
162	6882	40200
165	7293	30624
165	7293	61569
166	5848	58043
166	6409	18035
167	6961	11040
167	6961	22868
167	6961	26221
167	6961	54422
167	6961	68856
167	7565	26221
167	7565	47920
168	7375	65934
171	6093	69612
171	6093	72008
174	6605	52389
176	6320	31760
176	6320	47065
176	6762	36769
176	6988	62416
176	7583	36769
177	6717	51860
178	6154	12295
178	6494	12295
178	6494	49229
178	7129	9289
178	7129	49229
180	6993	52802
181	6298	58932
182	6357	73965
182	6610	36152
182	6610	42345
182	6610	73965
182	6853	11710
182	6853	17380
182	6853	42345
182	6853	58015
182	6853	73965
185	6844	36243
186	6984	54787
186	6984	54795
186	7508	2864
186	7508	26039
186	7508	28482
188	6610	23715
190	6031	36152
190	6424	52789
192	5789	42299
192	6943	42299
195	6020	914
195	6020	11130
195	6020	26750
195	6243	23610
195	6424	38187
197	6032	45948
197	6378	6623
197	6378	38516
198	5888	39553
199	7426	50694
200	6520	42960
200	6520	69300
200	6670	20429
201	6088	39572
201	6088	42343
201	6761	16276
201	6761	35021
202	5955	253
203	6804	9118
203	6804	34207
204	5992	31155
206	7592	71940
208	6306	52635
209	6000	54423
210	6551	31001
211	6872	2135
211	6872	43257
211	6872	48347
213	6130	23891
213	6130	65806
213	6669	23891
213	6669	65806
213	7509	23891
213	7509	65806
215	6069	1896
215	6069	11188
215	6069	36701
215	6069	63669
216	6036	60164
216	6925	26585
217	6063	52564
218	5879	12761
218	5879	30108
218	5879	60476
224	6200	15314
225	7369	63656
226	5848	39556
227	6125	7550
227	6125	30874
227	6125	36733
227	6125	60346
227	6339	25635
227	6947	12682
227	6974	29282
229	7514	52648
230	6224	17847
231	5848	66831
232	5887	27118
232	6279	27451
232	6333	70554
232	7600	9765
232	7600	20379
232	7600	27118
232	7600	27446
232	7600	47975
232	7600	51963
232	7600	66998
232	7600	69220
232	7600	70351
240	6884	64878
240	6884	64885
240	7425	42264
241	6334	11716
241	6334	38367
242	6579	18905
243	7467	71230
244	6144	6529
249	6520	62663
249	7221	12047
249	7221	32696
249	7221	42343
249	7221	46761
249	7221	49225
249	7417	8812
249	7417	12047
249	7417	38717
249	7417	42343
249	7417	46761
249	7417	47012
249	7417	49225
249	7417	51935
249	7445	32696
252	6916	62303
253	6998	29201
253	6998	50917
253	6998	69267
253	7400	15648
253	7400	26194
253	7400	43787
254	6252	40077
255	6934	21678
255	7411	15141
257	7218	61016
259	6214	21351
259	6489	21351
259	7087	21351
261	5944	6611
261	5944	68456
262	6097	4843
262	6097	30727
262	6097	52583
262	6283	38906
262	6732	25500
262	6732	25514
262	6732	30727
262	6732	38048
262	6732	41000
262	6732	69650
262	6732	69654
262	6732	72634
262	7048	14704
262	7048	25276
262	7048	30727
262	7048	41000
263	6670	63209
263	6925	39418
264	7528	53255
267	7065	12079
273	5975	29361
273	5975	59901
274	6898	62303
277	7105	18834
278	7494	45243
278	7494	73174
279	6081	38927
279	6474	22569
279	6637	11149
279	7048	9296
279	7048	59474
279	7048	59710
279	7322	9296
279	7322	11149
281	5837	70888
281	6062	50948
281	6076	70888
281	6738	55274
281	6738	70888
282	7059	18135
282	7059	38538
283	6325	4843
283	6325	12048
283	6325	17417
283	6325	64282
284	6164	66462
284	6164	72555
284	6164	73001
287	6608	60147
288	5838	18935
288	5838	26946
288	5838	60331
288	5838	65097
288	6949	67493
288	6963	15009
288	6963	60331
288	6963	65097
289	6974	64771
290	6193	48974
291	6436	3102
291	6436	23484
291	6436	54716
291	6957	3102
291	6957	23484
291	6957	54716
291	6957	61936
293	6469	11110
298	6459	48905
298	6610	48905
301	6314	15314
301	7028	15314
301	7590	15314
304	6185	2827
305	6859	32740
305	6859	50991
307	6593	20434
308	6299	13677
308	6299	14087
308	7174	2682
309	6123	19238
309	6643	58164
312	5848	64842
312	6670	64842
312	7132	15310
312	7132	28630
312	7132	60907
312	7132	65120
320	5848	9813
320	5848	42594
320	6361	29803
320	6943	23297
320	6943	29803
321	7517	795
321	7517	38570
324	6507	38399
328	6528	9559
328	6528	48660
328	6528	49583
328	6528	51968
328	6528	71731
330	6198	72449
330	6198	73192
330	6388	17103
330	6543	72450
330	6948	73170
332	5905	46990
336	7423	23040
336	7423	52777
337	5820	19238
341	6670	18104
341	6940	6616
342	6862	21436
342	6862	45413
342	6862	66032
342	6862	66033
342	7444	21436
